,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
16,0.638,0.115,9,-25.334,0,0.0617,0.994,0.912,0.112,0.167,120.165,audio_features,46czYABJ8JjX8d8Y6UfBdI,spotify:track:46czYABJ8JjX8d8Y6UfBdI,https://api.spotify.com/v1/tracks/46czYABJ8JjX8d8Y6UfBdI,https://api.spotify.com/v1/audio-analysis/46czYABJ8JjX8d8Y6UfBdI,161625,3,El Cabanyal
17,0.344,0.0571,0,-29.41,0,0.0354,0.992,0.866,0.0979,0.231,77.514,audio_features,4eHZ3g5w986A1DvsL6wdpq,spotify:track:4eHZ3g5w986A1DvsL6wdpq,https://api.spotify.com/v1/tracks/4eHZ3g5w986A1DvsL6wdpq,https://api.spotify.com/v1/audio-analysis/4eHZ3g5w986A1DvsL6wdpq,154754,4,Helmgras
18,0.202,0.0294,5,-29.69,0,0.0369,0.995,0.888,0.118,0.17,176.447,audio_features,6dWMQo6SNGAZv8WW4LhuR5,spotify:track:6dWMQo6SNGAZv8WW4LhuR5,https://api.spotify.com/v1/tracks/6dWMQo6SNGAZv8WW4LhuR5,https://api.spotify.com/v1/audio-analysis/6dWMQo6SNGAZv8WW4LhuR5,174895,3,Longing
19,0.181,0.258,6,-17.438,0,0.0457,0.969,0.899,0.112,0.0479,90.192,audio_features,4cwcdSrubh1Hq5YyOZuIoJ,spotify:track:4cwcdSrubh1Hq5YyOZuIoJ,https://api.spotify.com/v1/tracks/4cwcdSrubh1Hq5YyOZuIoJ,https://api.spotify.com/v1/audio-analysis/4cwcdSrubh1Hq5YyOZuIoJ,246252,3,Blossom
20,0.463,0.0263,5,-25.771,1,0.0439,0.993,0.942,0.0973,0.206,135.077,audio_features,1W6sLc9T70xKAueYvGMHwa,spotify:track:1W6sLc9T70xKAueYvGMHwa,https://api.spotify.com/v1/tracks/1W6sLc9T70xKAueYvGMHwa,https://api.spotify.com/v1/audio-analysis/1W6sLc9T70xKAueYvGMHwa,102484,3,Fleurs d'automne
21,0.367,0.043,0,-23.35,1,0.0424,0.988,0.921,0.138,0.0778,136.026,audio_features,78FM8RL21qznI4xA2Yqtix,spotify:track:78FM8RL21qznI4xA2Yqtix,https://api.spotify.com/v1/tracks/78FM8RL21qznI4xA2Yqtix,https://api.spotify.com/v1/audio-analysis/78FM8RL21qznI4xA2Yqtix,149078,3,After The Rain
22,0.338,0.0849,0,-22.673,0,0.0427,0.99,0.873,0.378,0.116,111.187,audio_features,1gOdvUMlmHnHKXRn58n2FQ,spotify:track:1gOdvUMlmHnHKXRn58n2FQ,https://api.spotify.com/v1/tracks/1gOdvUMlmHnHKXRn58n2FQ,https://api.spotify.com/v1/audio-analysis/1gOdvUMlmHnHKXRn58n2FQ,249052,4,The Ocean Refuses No River
23,0.66,0.352,9,-13.533,0,0.0726,0.981,0.94,0.108,0.105,100.021,audio_features,2Lyatyn9DofglVY1jkVEX1,spotify:track:2Lyatyn9DofglVY1jkVEX1,https://api.spotify.com/v1/tracks/2Lyatyn9DofglVY1jkVEX1,https://api.spotify.com/v1/audio-analysis/2Lyatyn9DofglVY1jkVEX1,269163,4,Enchantment
24,0.298,0.136,9,-17.651,0,0.057,0.993,0.87,0.083,0.0981,78.027,audio_features,5hwIWAzb3TVKIRrVFe4o4x,spotify:track:5hwIWAzb3TVKIRrVFe4o4x,https://api.spotify.com/v1/tracks/5hwIWAzb3TVKIRrVFe4o4x,https://api.spotify.com/v1/audio-analysis/5hwIWAzb3TVKIRrVFe4o4x,142280,1,Come Back (Raw Recording In 432 Hz)
25,0.55,0.0339,5,-27.483,0,0.0405,0.996,0.933,0.0873,0.386,91.385,audio_features,6jAQdK7lbclgMKQ97GmR6i,spotify:track:6jAQdK7lbclgMKQ97GmR6i,https://api.spotify.com/v1/tracks/6jAQdK7lbclgMKQ97GmR6i,https://api.spotify.com/v1/audio-analysis/6jAQdK7lbclgMKQ97GmR6i,112493,4,"Schubert: Moments musicaux, Op. 94, D. 780: No. 3 in F Minor"
