,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
114,0.774,0.48,9,-6.599,0,0.228,0.109,0.000661,0.313,0.332,96.067,audio_features,6Xo9osN1HErsEJoqwj4eDg,spotify:track:6Xo9osN1HErsEJoqwj4eDg,https://api.spotify.com/v1/tracks/6Xo9osN1HErsEJoqwj4eDg,https://api.spotify.com/v1/audio-analysis/6Xo9osN1HErsEJoqwj4eDg,229400,4,Get Me Home
115,0.931,0.54,11,-10.876,0,0.274,0.0323,2.63e-06,0.249,0.617,99.853,audio_features,1ig3239FhKsYUnu86O1rXY,spotify:track:1ig3239FhKsYUnu86O1rXY,https://api.spotify.com/v1/tracks/1ig3239FhKsYUnu86O1rXY,https://api.spotify.com/v1/audio-analysis/1ig3239FhKsYUnu86O1rXY,186733,4,Ill Na Na
116,0.817,0.552,8,-10.8,0,0.385,0.0318,7.01e-06,0.826,0.808,102.011,audio_features,1Sgj10byiGzPpI2IrXSFEn,spotify:track:1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/tracks/1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/audio-analysis/1Sgj10byiGzPpI2IrXSFEn,291067,4,"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)"
117,0.81,0.575,8,-10.524,0,0.337,0.0175,2.47e-06,0.727,0.77,102.024,audio_features,5UqXzkzU4CyIhaCmWHgS09,spotify:track:5UqXzkzU4CyIhaCmWHgS09,https://api.spotify.com/v1/tracks/5UqXzkzU4CyIhaCmWHgS09,https://api.spotify.com/v1/audio-analysis/5UqXzkzU4CyIhaCmWHgS09,278853,4,"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA) - Shao Lin Version"
118,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,audio_features,2Ih217RCGAmyQR68Nn7Cqo,spotify:track:2Ih217RCGAmyQR68Nn7Cqo,https://api.spotify.com/v1/tracks/2Ih217RCGAmyQR68Nn7Cqo,https://api.spotify.com/v1/audio-analysis/2Ih217RCGAmyQR68Nn7Cqo,232773,4,You Know How We Do It
119,0.854,0.489,6,-11.455,1,0.415,0.428,3.1e-06,0.284,0.624,92.11,audio_features,5wcY4XgawQ2se8VjDLhedQ,spotify:track:5wcY4XgawQ2se8VjDLhedQ,https://api.spotify.com/v1/tracks/5wcY4XgawQ2se8VjDLhedQ,https://api.spotify.com/v1/audio-analysis/5wcY4XgawQ2se8VjDLhedQ,366307,4,"Wu-Tang: 7th Chamber (feat. Raekwon, Method Man, Inspectah Deck, Ghostface Killah, RZA, Ol' Dirty Bastard & GZA)"
120,0.826,0.566,10,-10.747,0,0.311,0.199,0.0,0.356,0.655,99.131,audio_features,24vNw0Z0srb4zYXwrakw8E,spotify:track:24vNw0Z0srb4zYXwrakw8E,https://api.spotify.com/v1/tracks/24vNw0Z0srb4zYXwrakw8E,https://api.spotify.com/v1/audio-analysis/24vNw0Z0srb4zYXwrakw8E,216133,4,"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)"
121,0.899,0.592,6,-8.082,1,0.332,0.138,8.24e-05,0.335,0.736,101.038,audio_features,1c3zgIrrFkhnavRt20lsqu,spotify:track:1c3zgIrrFkhnavRt20lsqu,https://api.spotify.com/v1/tracks/1c3zgIrrFkhnavRt20lsqu,https://api.spotify.com/v1/audio-analysis/1c3zgIrrFkhnavRt20lsqu,310467,4,Method Man (feat. Method Man) - Home Grown Version
122,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,audio_features,7lQWRAjyhTpCWFC0jmclT4,spotify:track:7lQWRAjyhTpCWFC0jmclT4,https://api.spotify.com/v1/tracks/7lQWRAjyhTpCWFC0jmclT4,https://api.spotify.com/v1/audio-analysis/7lQWRAjyhTpCWFC0jmclT4,240693,4,Gangsta's Paradise
123,0.808,0.716,4,-3.774,0,0.0338,0.00515,1.79e-05,0.182,0.352,90.009,audio_features,4L1aB9H3HGsVstHlOM6Yz6,spotify:track:4L1aB9H3HGsVstHlOM6Yz6,https://api.spotify.com/v1/tracks/4L1aB9H3HGsVstHlOM6Yz6,https://api.spotify.com/v1/audio-analysis/4L1aB9H3HGsVstHlOM6Yz6,231653,4,Shorty Wanna Be A Thug
