,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
117,0.716,0.928,7,-0.005,1,0.084,0.0777,0.0,0.0702,0.697,101.564,audio_features,23z7nLq4CD83EyzeeIokkt,spotify:track:23z7nLq4CD83EyzeeIokkt,https://api.spotify.com/v1/tracks/23z7nLq4CD83EyzeeIokkt,https://api.spotify.com/v1/audio-analysis/23z7nLq4CD83EyzeeIokkt,207744,4,Mamacita (아야야)
118,0.639,0.756,1,-4.42,1,0.0608,0.0055,0.0,0.13,0.532,128.937,audio_features,2MsNSKQNQNRklkKFxxvIav,spotify:track:2MsNSKQNQNRklkKFxxvIav,https://api.spotify.com/v1/tracks/2MsNSKQNQNRklkKFxxvIav,https://api.spotify.com/v1/audio-analysis/2MsNSKQNQNRklkKFxxvIav,211867,4,9 and Three Quarters (Run Away)
119,0.741,0.747,9,-5.459,0,0.0956,0.263,5.15e-06,0.266,0.831,134.039,audio_features,4KqPuyZdcjXuRqXSARnt6r,spotify:track:4KqPuyZdcjXuRqXSARnt6r,https://api.spotify.com/v1/tracks/4KqPuyZdcjXuRqXSARnt6r,https://api.spotify.com/v1/audio-analysis/4KqPuyZdcjXuRqXSARnt6r,219107,4,Regular - English Version
120,0.778,0.957,11,-2.57,0,0.0735,0.0234,0.0,0.715,0.611,118.997,audio_features,59FBFyeST1vqN8G41YgFS6,spotify:track:59FBFyeST1vqN8G41YgFS6,https://api.spotify.com/v1/tracks/59FBFyeST1vqN8G41YgFS6,https://api.spotify.com/v1/audio-analysis/59FBFyeST1vqN8G41YgFS6,208507,4,SHAKE IT
121,0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.422,126.035,audio_features,2AIWoHr9DF6y4KALCBKWQS,spotify:track:2AIWoHr9DF6y4KALCBKWQS,https://api.spotify.com/v1/tracks/2AIWoHr9DF6y4KALCBKWQS,https://api.spotify.com/v1/audio-analysis/2AIWoHr9DF6y4KALCBKWQS,222732,4,IDOL
122,0.68,0.878,5,-4.791,0,0.179,0.0028,2.22e-05,0.336,0.531,127.991,audio_features,2cvi3IRTibXzmAm4f8P2HP,spotify:track:2cvi3IRTibXzmAm4f8P2HP,https://api.spotify.com/v1/tracks/2cvi3IRTibXzmAm4f8P2HP,https://api.spotify.com/v1/audio-analysis/2cvi3IRTibXzmAm4f8P2HP,190860,4,Zimzalabim
123,0.625,0.83,0,-2.33,1,0.0764,0.00266,0.0,0.188,0.757,110.04,audio_features,1kFevEv3s7Gf6o5xSDR5DL,spotify:track:1kFevEv3s7Gf6o5xSDR5DL,https://api.spotify.com/v1/tracks/1kFevEv3s7Gf6o5xSDR5DL,https://api.spotify.com/v1/audio-analysis/1kFevEv3s7Gf6o5xSDR5DL,205129,4,LOVE ME RIGHT
124,0.565,0.943,8,-0.532,1,0.0645,0.105,0.0,0.154,0.855,164.059,audio_features,0O9OnWm3z2B2TjvE051AMV,spotify:track:0O9OnWm3z2B2TjvE051AMV,https://api.spotify.com/v1/tracks/0O9OnWm3z2B2TjvE051AMV,https://api.spotify.com/v1/audio-analysis/0O9OnWm3z2B2TjvE051AMV,186893,4,Heart Shaker
125,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,audio_features,6tCssnvTUREcperDOUTqvA,spotify:track:6tCssnvTUREcperDOUTqvA,https://api.spotify.com/v1/tracks/6tCssnvTUREcperDOUTqvA,https://api.spotify.com/v1/audio-analysis/6tCssnvTUREcperDOUTqvA,191242,4,WANNABE
126,0.914,0.516,5,-4.178,0,0.0918,0.131,0.0,0.0441,0.702,119.969,audio_features,6rcn967QN5JtkPOBDwYIuT,spotify:track:6rcn967QN5JtkPOBDwYIuT,https://api.spotify.com/v1/tracks/6rcn967QN5JtkPOBDwYIuT,https://api.spotify.com/v1/audio-analysis/6rcn967QN5JtkPOBDwYIuT,195080,4,BOOM
